transaction_id,TransactionAmount,TransactionDate,MerchantID,Location,Latitude,Longitude,AccountID,CustomerAge,DeviceType,Channel,TransactionType,TransactionStatus,LoginAttempts,AccountBalance,TransactionDuration,is_weekend,is_true_anomaly
TX006498,70713.83,2025-05-20 09:49:17,M113,Kota Administrasi Jakarta Timur,3.5635175,-15.625367,434,46,Android,MobileApp,Debit,Success,1,24331991.026497345,11,0,0
TX002991,40352.32,2025-03-05 11:59:00,M139,Pekanbaru,-26.0928095,-76.905735,224,61,iOS,Web,Kredit,Success,1,1093108.8325986569,13,0,0
TX007792,44346.77,2025-06-17 17:10:35,M30,Bontang,-60.5456815,-91.146828,283,56,Windows,MobileApp,Tarik Tunai,Success,1,1148572.0916896383,36,0,0
TX002150,19271.38,2025-02-15 22:55:09,M105,Sorong,10.3999495,-178.586557,376,27,iOS,MobileApp,Debit,Success,1,9356522.406395636,107,1,0
TX004022,651324.07,2025-03-27 11:44:30,M122,Kota Administrasi Jakarta Pusat,-16.695423,-133.422201,381,67,Windows,ATM,Debit,Success,1,2318282.7017408283,41,0,0
TX007614,96725.47,2025-06-14 15:05:04,M192,Binjai,-10.143357,-123.540227,99,66,Linux,Web,Transfer,Success,1,945667.6501002145,43,1,0
TX006123,92813.62,2025-05-12 08:55:44,M119,Dumai,-23.828652,-116.346038,386,55,Android,ATM,Kredit,Success,1,8552729.065355781,72,0,0
TX003338,86823.41,2025-03-13 18:42:52,M137,Tomohon,-69.278606,68.902599,294,32,iOS,MobileApp,QR Payment,Success,1,1301928.752636772,44,0,0
TX004343,40015.3,2025-04-03 13:27:06,M97,Kota Administrasi Jakarta Timur,-43.915897,127.452685,174,20,Linux,MobileApp,Kredit,Success,1,2600680.0993078924,53,0,0
TX004463,10821.08,2025-04-06 06:12:15,M82,Banjar,-73.481414,125.002524,371,32,Android,EDC,Tarik Tunai,Success,1,3344610.8055178677,37,1,0
TX002375,95916.91,2025-02-20 13:01:01,M167,Jambi,87.554323,104.933333,151,21,iOS,MobileApp,Tarik Tunai,Success,1,5922713.385034464,69,0,0
TX009043,52504.62,2025-07-14 14:53:36,M162,Parepare,41.573973,-165.584796,150,31,Mac,ATM,Kredit,Success,1,1814449.7038470064,21,0,0
TX005570,69587.39,2025-04-30 18:51:21,M102,Kupang,11.5817545,138.946224,137,33,iOS,MobileApp,Transfer,Success,1,5119682.009836742,64,0,0
TX008598,18156.85,2025-07-04 07:42:55,M136,Pontianak,-13.1985195,-76.635904,241,70,iOS,Web,Tarik Tunai,Success,1,3988483.5223889328,74,0,0
TX008503,99763.33,2025-07-03 17:45:48,M178,Banjar,33.226093,-118.376515,492,34,Android,Web,QR Payment,Success,1,926705.6671802017,17,0,0
TX008879,71202.37,2025-07-11 10:05:33,M155,Bandar Lampung,72.8939845,125.754124,485,46,Windows,MobileApp,Transfer,Success,1,1583196.6029669177,108,0,0
TX001886,295079.85,2025-02-10 11:13:18,M147,Ternate,-58.4762575,-18.300451,189,50,Windows,EDC,Tarik Tunai,Success,1,1161645.7161024194,76,0,0
TX001197,84918.36,2025-01-26 21:39:14,M31,Lhokseumawe,-9.891176,116.652313,58,65,Linux,MobileApp,QR Payment,Success,1,931018.7045836762,43,1,0
TX006426,63633.7,2025-05-19 16:06:27,M120,Kendari,36.890701,146.269580,57,26,iOS,Web,QR Payment,Success,1,4355911.454533921,47,0,0
TX008910,33092.74,2025-07-11 14:05:08,M153,Kendari,36.890701,146.269580,57,26,iOS,Web,QR Payment,Success,1,4386452.415249833,105,0,0
TX002935,48916.73,2025-03-04 11:37:12,M180,Balikpapan,12.1101955,136.548065,421,29,Mac,Web,Transfer,Success,3,4742850.036725743,102,0,0
TX006341,127438.17,2025-05-17 09:47:55,M33,Pekalongan,13.018209,-0.483284,295,27,Android,MobileApp,QR Payment,Success,1,1900119.5913028023,69,1,0
TX001429,85172.31,2025-01-31 12:44:25,M186,Bekasi,34.573669,97.496772,445,35,Windows,Web,Kredit,Success,1,5343873.935265559,25,0,0
TX006306,72118.63,2025-05-16 14:08:44,M75,Kupang,88.8814725,-169.271800,190,26,Windows,MobileApp,Transfer,Success,1,1723046.113760862,60,0,0
TX003649,91396.05,2025-03-19 15:46:56,M191,Banjarmasin,77.941686,95.215158,45,42,Windows,Web,Kredit,Success,1,8520413.226476548,26,0,0
TX001937,39956.9,2025-02-11 06:10:09,M75,Tidore Kepulauan,-82.5282545,-13.065820,332,62,iOS,Web,QR Payment,Success,1,3596172.1518951575,112,0,0
TX005171,301124.59,2025-04-22 10:14:38,M184,Bengkulu,82.0958775,-168.465329,447,25,iOS,MobileApp,Kredit,Success,1,5952738.262273519,26,0,0
TX007763,21925.66,2025-06-17 12:05:45,M80,Tanjungpinang,81.7036285,153.399138,22,40,Windows,MobileApp,Tarik Tunai,Success,1,1569523.8311422716,92,0,0
TX006392,81037.75,2025-05-18 12:52:45,M156,Kota Administrasi Jakarta Pusat,-72.4772705,-33.353457,276,61,iOS,MobileApp,Kredit,Success,1,4135061.2176165706,17,1,0
TX001153,68161.86,2025-01-25 11:25:23,M152,Tual,-43.4157495,145.867570,62,43,Windows,MobileApp,Debit,Success,1,29154516.613061808,29,1,0
TX006249,35724.86,2025-05-15 18:24:28,M66,Sukabumi,52.322360,108.424276,453,35,Linux,EDC,Debit,Success,1,6858906.250014536,96,0,0
TX007036,235475.94,2025-06-01 06:01:36,M128,Tangerang,30.306097,-106.047814,210,67,iOS,ATM,QR Payment,Success,4,18677160.33297503,113,1,0
TX004228,58925.6,2025-04-01 08:36:35,M87,Pematangsiantar,0.051146,127.199481,392,24,Windows,MobileApp,Kredit,Success,1,9574801.371782724,35,0,0
TX004974,57630.89,2025-04-17 16:56:52,M143,Bandar Lampung,51.9010835,173.199661,271,38,Mac,MobileApp,Transfer,Failed,1,13761557.130065273,71,0,0
TX006400,34600.22,2025-05-18 18:20:26,M23,Lubuklinggau,-27.9245915,-127.090354,362,34,Mac,Web,Kredit,Success,1,2685057.691900439,44,1,0
TX003639,53657.8,2025-03-19 13:32:28,M153,Batam,74.9934205,-81.748850,113,19,Linux,Web,Transfer,Success,1,1058992.3218956555,29,0,0
TX003971,17699.59,2025-03-26 12:38:44,M87,Medan,23.972526,-44.533975,80,47,Android,Web,Debit,Success,1,7164272.759853865,58,0,0
TX009593,138551.42,2025-07-26 09:26:42,M139,Bengkulu,82.0958775,-168.465329,447,25,iOS,Web,QR Payment,Success,1,6115311.433606471,95,1,0
TX003375,60952.99,2025-03-13 09:34:29,M187,Meulaboh,57.800127,69.486589,452,65,Mac,MobileApp,Debit,Success,1,3363446.035317382,70,0,0
TX002486,58337.66,2025-02-23 20:17:59,M146,Tomohon,-18.131273,16.421507,367,34,Android,ATM,Tarik Tunai,Success,1,5185674.710142049,28,1,0
TX006953,167279.22,2025-05-30 23:45:41,M152,Surakarta,-31.7128605,-136.191024,153,42,Windows,MobileApp,Tarik Tunai,Success,1,1641981.0222231443,42,0,0
TX000605,31618.49,2025-01-13 12:26:57,M166,Pekanbaru,-42.6449645,37.055584,108,43,Windows,MobileApp,QR Payment,Success,1,2548075.633276685,33,0,0
TX007443,200112.5,2025-06-10 17:41:10,M184,Bengkulu,82.0958775,-168.465329,447,25,iOS,MobileApp,Debit,Success,1,6053750.359546489,60,0,0
TX005927,150747.6,2025-05-08 15:16:51,M65,Tanjungbalai,58.918014,64.305111,451,30,iOS,MobileApp,Kredit,Success,1,11588542.032302462,47,0,0
TX002453,61211.77,2025-02-22 10:38:36,M7,Bukittinggi,-26.506674,122.616605,484,42,Mac,MobileApp,Tarik Tunai,Success,1,720487.1207748109,111,1,0
TX003608,21603.91,2025-03-18 12:27:50,M132,Surabaya,32.1794055,-106.424307,284,47,Mac,Web,Tarik Tunai,Success,1,2278549.8188903043,69,0,0
TX001483,120207.91,2025-02-01 09:12:09,M77,Kendari,-71.744310,-15.144348,18,27,iOS,ATM,Kredit,Success,1,340412.64214826253,87,1,0
TX004518,56448.88,2025-04-07 12:30:23,M135,Tidore Kepulauan,27.193995,25.985612,235,35,iOS,EDC,Tarik Tunai,Success,1,270669.9687903187,75,0,0
TX003037,70056.57,2025-03-06 16:47:55,M143,Tangerang Selatan,-4.8918055,19.962831,462,20,Android,MobileApp,QR Payment,Success,1,642641.4591834937,73,0,0
TX009351,196940.07,2025-07-21 21:02:42,M20,Depok,39.076382,-85.586948,279,53,Android,Web,Debit,Success,1,1948843.8750740918,114,0,0
TX007691,47686.22,2025-06-15 12:51:47,M124,Tanjungbalai,-13.409968,6.652615,178,38,Windows,MobileApp,QR Payment,Success,1,2401683.6688000346,51,1,0
TX004115,33607.06,2025-03-29 18:20:52,M70,Ambon,24.720222,-134.253300,219,53,iOS,Web,QR Payment,Success,1,3058775.1739025284,67,1,0
TX001426,124218.96,2025-01-31 13:31:30,M194,Makassar,-77.102322,-114.637625,477,69,Linux,MobileApp,Transfer,Success,1,9867786.04219815,53,0,0
TX000496,132708.18,2025-01-11 16:09:33,M196,Subulussalam,52.085506,-30.284378,96,23,Android,MobileApp,Kredit,Success,1,807880.5060611991,113,1,0
TX003352,89727.31,2025-03-13 10:11:12,M105,Pekanbaru,-59.376241,-112.485583,455,56,Windows,Web,Kredit,Success,1,3980259.5450267782,104,0,0
TX008793,103400.92,2025-07-09 13:21:11,M29,Salatiga,-41.1850395,-10.366840,92,19,Android,Web,Kredit,Success,1,6572405.010707747,114,0,0
TX000758,33824.33,2025-01-16 14:36:34,M55,Palembang,67.771264,138.127974,123,31,Linux,MobileApp,Tarik Tunai,Success,1,1667080.2353515143,105,0,0
TX000837,134399.94,2025-01-18 15:38:54,M82,Jayapura,60.659055,-150.785971,218,41,Linux,Web,Transfer,Success,1,687931.2842981684,89,1,0
TX004326,176541.62,2025-04-03 11:19:07,M185,Lubuklinggau,45.072173,4.626495,64,50,Mac,Web,Transfer,Success,1,1799338.2192796082,60,0,0
TX002127,20188.46,2025-02-15 14:29:33,M200,Tegal,41.696766,58.047412,173,55,Linux,MobileApp,Tarik Tunai,Success,1,779946.9279179084,61,1,0
TX001022,63042.11,2025-01-22 16:46:57,M109,Parepare,-12.1936655,144.296697,412,70,Linux,MobileApp,Tarik Tunai,Success,1,13920399.940308051,85,0,0
TX008761,22745.9,2025-07-08 15:04:00,M175,Sukabumi,-53.485890,-98.443448,13,46,Linux,MobileApp,Debit,Success,1,4736967.521259268,99,0,0
TX005613,14555.51,2025-05-01 17:35:36,M90,Lubuklinggau,-73.096536,-152.929992,102,53,iOS,MobileApp,Transfer,Success,1,1265194.0543257883,46,0,0
TX005580,61952.51,2025-05-01 21:35:12,M124,Lubuklinggau,-27.9245915,-127.090354,362,34,Mac,Web,QR Payment,Success,1,2657705.40777487,13,0,0
TX001057,104448.17,2025-01-23 12:31:48,M93,Prabumulih,-82.775090,50.428076,69,56,Android,Web,Transfer,Success,1,850235.8364694013,15,0,0
TX009541,52189.61,2025-07-25 13:44:12,M100,Kediri,-56.437459,-33.729949,211,58,Windows,MobileApp,Tarik Tunai,Success,1,8584854.372608254,70,0,0
TX006855,27172.27,2025-05-28 09:43:37,M150,Palangkaraya,89.068556,42.122414,475,58,Android,MobileApp,QR Payment,Success,1,4621328.899746369,93,0,0
TX007348,155959.47,2025-06-08 19:17:53,M41,Padang Sidempuan,40.083649,-92.363009,297,48,Linux,Web,Tarik Tunai,Success,1,1807038.8182931866,12,1,0
TX009044,18403.7,2025-07-14 12:37:19,M80,Ambon,24.720222,-134.253300,219,53,iOS,MobileApp,Kredit,Success,1,3073978.5381079335,80,0,0
TX002128,38266.82,2025-02-15 13:00:39,M100,Parepare,41.573973,-165.584796,150,31,Mac,MobileApp,Debit,Success,1,1828687.508990181,51,1,0
TX002766,49718.41,2025-02-28 15:41:23,M158,Banjarbaru,25.662023,97.970609,119,20,Windows,MobileApp,Debit,Success,1,7617261.438307988,95,0,0
TX002108,145935.69,2025-02-14 07:50:24,M84,Jayapura,60.659055,-150.785971,218,41,Linux,MobileApp,QR Payment,Success,1,676395.5360542138,35,0,0
TX003616,60630.84,2025-03-18 20:33:26,M82,Lubuklinggau,-40.908794,120.021255,494,29,Linux,Web,Transfer,Success,1,3297468.9661300117,28,0,0
TX001544,75407.53,2025-02-02 18:19:46,M122,Banda Aceh,-85.717763,80.217626,175,23,Mac,MobileApp,Kredit,Success,1,14218675.235185795,29,1,0
TX006913,45257.12,2025-05-29 12:35:14,M131,Semarang,69.951696,112.001938,0,58,Android,Web,Transfer,Success,1,2801627.101644469,69,0,0
TX001718,100628.03,2025-02-06 15:58:08,M57,Batam,-66.175470,-70.594585,54,31,Mac,ATM,Transfer,Success,1,2933862.4399376297,67,0,0
TX007434,190093.37,2025-06-10 17:09:07,M93,Surakarta,-22.395440,67.224649,407,64,Linux,Web,Kredit,Success,1,549931.905861383,32,0,0
TX007364,34428.26,2025-06-08 08:41:44,M45,Parepare,-27.623501,-122.604771,60,65,Linux,Web,QR Payment,Success,1,1282236.692555753,63,1,0
TX006234,39024.12,2025-05-15 11:04:52,M84,Payakumbuh,78.296149,-91.129763,107,63,Windows,Web,QR Payment,Success,1,6943836.490584328,89,0,0
TX000724,25150.51,2025-01-16 08:17:49,M101,Padang Sidempuan,-7.797617,-76.636382,28,53,Windows,MobileApp,Debit,Success,1,2374389.526923233,33,0,0
TX006672,69146.47,2025-05-24 13:52:37,M10,Serang,-20.946706,-80.408094,378,60,Android,MobileApp,Kredit,Success,1,3863550.9845342506,27,1,0
TX008028,61223.68,2025-06-22 00:14:25,M161,Pontianak,-7.5732005,140.340472,374,33,iOS,MobileApp,Tarik Tunai,Success,1,739554.2193184604,50,1,0
TX005491,273681.46,2025-04-29 17:45:08,M197,Gorontalo,-43.844913,27.255184,440,53,Linux,Web,Kredit,Success,1,1648807.4832884935,69,0,0
TX001127,30911.85,2025-01-24 21:56:24,M147,Samarinda,13.358112,161.696579,201,27,Windows,EDC,Kredit,Success,1,3395350.712460421,12,0,0
TX002956,37160.96,2025-03-04 14:55:46,M28,Binjai,23.435677,141.067161,15,66,iOS,Web,Transfer,Success,1,20800617.815508854,69,0,0
TX005155,47441.99,2025-04-21 21:43:01,M55,Lubuklinggau,-66.570140,-99.701667,397,40,Linux,MobileApp,Kredit,Success,1,9323768.681199474,10,0,0
TX004816,27234.29,2025-04-14 14:17:46,M72,Banjar,43.189942,64.387179,245,35,Android,ATM,QR Payment,Success,1,14332579.282526033,83,0,0
TX006201,104313.68,2025-05-14 12:32:59,M136,Ternate,25.6232625,-23.900799,305,66,Android,EDC,Transfer,Success,1,2987954.2265492715,29,0,0
TX006223,52183.18,2025-05-15 09:01:22,M47,Kendari,36.890701,146.269580,57,26,iOS,MobileApp,Debit,Success,1,4367361.9718624065,81,0,0
TX008685,58324.21,2025-07-06 23:42:50,M178,Tual,-80.5907505,101.051266,385,37,Android,MobileApp,Kredit,Success,1,1804367.6261320312,20,1,0
TX007113,15393.17,2025-06-03 19:00:23,M103,Tegal,41.696766,58.047412,173,55,Linux,ATM,QR Payment,Success,1,784742.2138379276,17,0,0
TX005274,58599.93,2025-04-24 16:42:16,M80,Kendari,57.722146,-100.033689,328,39,Windows,ATM,Transfer,Success,1,3132495.825242738,15,0,0
TX008535,34923.97,2025-07-03 10:08:57,M123,Serang,-20.946706,-80.408094,378,60,Android,EDC,Tarik Tunai,Success,1,3897773.4804549655,94,0,0
TX003043,50878.51,2025-03-06 06:40:11,M198,Cimahi,29.017186,67.035990,437,62,iOS,MobileApp,Tarik Tunai,Success,1,19618190.596744534,47,0,0
TX006911,362482.72,2025-05-29 13:31:47,M66,Binjai,88.7442755,-136.130288,327,33,Windows,ATM,Tarik Tunai,Success,1,3105967.513396942,91,0,0
TX000149,127853.5,2025-01-04 17:25:47,M113,Pekanbaru,-59.376241,-112.485583,455,56,Windows,MobileApp,Tarik Tunai,Success,1,3942133.3516079844,33,1,0
TX007573,37202.07,2025-06-13 09:11:39,M131,Kota Administrasi Jakarta Timur,-68.7094355,42.687518,149,49,Mac,MobileApp,Kredit,Success,1,6098461.813359324,41,0,0
TX004205,98283.83,2025-03-31 14:47:06,M25,Magelang,-53.3895425,116.295217,147,66,iOS,Web,Transfer,Pending,1,1536613.239533909,13,0,0
TX005492,51119.37,2025-04-29 15:31:06,M191,Kupang,57.3630685,-27.916909,14,35,Android,ATM,Transfer,Success,1,2390827.677628729,11,0,0
TX002689,60574.72,2025-02-27 20:46:51,M198,Manado,-21.860361,21.089428,474,22,Linux,MobileApp,Debit,Success,1,4109061.9024633733,47,0,0
TX004220,51328.45,2025-04-01 13:40:23,M46,Batu,-89.4048205,167.370920,326,22,Windows,MobileApp,QR Payment,Success,1,1029754.7837047956,39,0,0
TX009101,55668.48,2025-07-16 10:16:34,M37,Lubuklinggau,-27.9245915,-127.090354,362,34,Mac,MobileApp,Debit,Success,1,2663989.4338763207,119,0,0
TX000841,38486.08,2025-01-18 10:26:26,M12,Sawahlunto,37.6803735,133.260906,315,38,Mac,MobileApp,Transfer,Success,1,15051626.924593126,113,1,0
TX008136,55850.52,2025-06-25 12:48:42,M171,Payakumbuh,78.296149,-91.129763,107,63,Windows,MobileApp,Transfer,Success,1,6927010.092892817,97,0,0
TX006437,38263.7,2025-05-19 12:03:14,M128,Singkawang,-4.332422,-5.833031,228,65,iOS,MobileApp,QR Payment,Success,1,1122696.1542264323,67,0,0
TX009699,85069.32,2025-07-28 21:23:12,M103,Banjarmasin,7.724487,60.762068,216,62,iOS,MobileApp,Debit,Success,1,6614422.648014907,111,0,0
TX006199,92041.99,2025-05-14 12:43:25,M199,Gorontalo,86.6532265,46.389232,63,32,iOS,MobileApp,Debit,Success,1,1763527.6174502096,57,0,0
TX002794,43967.77,2025-03-01 05:39:21,M7,Sorong,-37.154923,-101.500097,416,33,Mac,MobileApp,Debit,Success,1,1472967.2643419027,58,1,0
TX007625,262620.33,2025-06-14 18:17:17,M190,Pekanbaru,-63.5681195,131.905121,53,54,Windows,MobileApp,Transfer,Success,1,3629940.515143818,19,1,0
TX008474,145137.28,2025-07-02 17:18:13,M156,Sawahlunto,28.2830095,-18.578522,197,37,Android,MobileApp,Transfer,Success,1,1899690.9491240294,118,0,0
TX007889,65819.41,2025-06-19 17:55:31,M186,Ambon,-46.4723035,122.516644,1,19,Windows,Web,QR Payment,Success,1,14926219.158907412,111,0,0
TX006607,105436.64,2025-05-23 14:30:13,M165,Kota Administrasi Jakarta Pusat,-85.996857,127.131959,213,53,Mac,MobileApp,Transfer,Success,1,6386370.240249702,57,0,0
TX009194,57126.96,2025-07-17 12:29:09,M185,Lubuklinggau,17.5094835,76.607877,202,36,Linux,Web,Kredit,Success,1,6037084.471965559,90,0,0
TX008247,60268.15,2025-06-27 21:35:52,M187,Banda Aceh,-85.717763,80.217626,175,23,Mac,MobileApp,Kredit,Success,1,14233814.613581588,76,0,0
TX001392,75018.24,2025-01-30 14:38:55,M98,Batam,74.9934205,-81.748850,113,19,Linux,MobileApp,QR Payment,Success,1,1037631.8771175559,66,0,0
TX001921,7312.58,2025-02-11 09:24:18,M110,Pontianak,-13.1985195,-76.635904,241,70,iOS,Web,Debit,Success,1,3999327.796714105,62,0,0
TX007018,28394.9,2025-06-01 08:21:30,M65,Salatiga,-41.1850395,-10.366840,92,19,Android,Web,Tarik Tunai,Success,1,6647411.036649988,45,1,0
TX003621,13797.18,2025-03-18 12:00:00,M133,Parepare,38.003058,-157.378768,313,60,Linux,MobileApp,QR Payment,Success,1,2868831.2300568423,109,0,0
TX004848,73844.84,2025-04-14 20:44:36,M26,Makassar,15.8852655,134.999132,288,60,Android,Web,QR Payment,Success,1,6992579.748720039,68,0,0
TX002291,26183.94,2025-02-19 20:56:23,M58,Probolinggo,42.9792835,-174.831289,274,30,Mac,MobileApp,Kredit,Success,1,1760755.3325780362,103,0,0
TX002133,132050.67,2025-02-15 16:20:59,M59,Bekasi,34.573669,97.496772,445,35,Windows,MobileApp,Kredit,Success,1,5296995.575534369,30,1,0
TX000550,110287.15,2025-01-12 12:32:35,M53,Pekanbaru,-59.376241,-112.485583,455,56,Windows,MobileApp,Tarik Tunai,Success,1,3959699.703384481,56,1,0
TX001740,141170.43,2025-02-07 10:21:57,M133,Sawahlunto,-66.113479,-11.119042,363,38,iOS,MobileApp,QR Payment,Success,1,4486581.227134378,44,0,0
TX005289,24319.53,2025-04-24 11:43:49,M12,Payakumbuh,73.5201275,-108.002717,170,61,iOS,MobileApp,Kredit,Success,1,4146767.388961631,107,0,0
TX001817,64872.08,2025-02-08 10:39:57,M95,Semarang,-53.5556715,11.203917,459,37,Android,EDC,Transfer,Success,1,3904386.95443139,65,1,0
TX004698,20550.58,2025-04-11 13:07:19,M9,Singkawang,-4.332422,-5.833031,228,65,iOS,MobileApp,Kredit,Success,1,1140409.2654648102,120,0,0
TX005181,52708.05,2025-04-22 15:43:59,M56,Batam,-46.237856,-144.176414,100,67,iOS,MobileApp,Debit,Success,1,5674762.358937112,95,0,0
TX003018,49209.45,2025-03-06 13:02:55,M50,Tidore Kepulauan,-82.5282545,-13.065820,332,62,iOS,ATM,Transfer,Success,1,3586919.6044423063,110,0,0
TX000017,33390.78,2025-01-01 19:53:58,M30,Purwokerto,37.6794275,178.537957,115,55,iOS,MobileApp,Tarik Tunai,Success,1,4025655.469591969,92,0,0
TX001770,55065.6,2025-02-07 16:57:43,M164,Purwokerto,75.3255295,88.716433,114,53,iOS,MobileApp,Kredit,Success,1,6394979.941527683,49,0,0
TX001888,55447.61,2025-02-10 18:05:55,M36,Solok,89.3594655,135.437729,134,21,Mac,ATM,Transfer,Success,1,3670160.2368131713,24,0,0
TX002152,138280.99,2025-02-15 17:04:07,M122,Makassar,57.1795095,179.917421,214,53,Android,MobileApp,Tarik Tunai,Success,1,424846.03782594047,119,1,0
TX001642,74600.34,2025-02-05 06:52:00,M144,Palu,13.105798,28.745246,199,25,Android,Web,QR Payment,Success,1,11197219.082220752,102,0,0
TX007846,99288.45,2025-06-18 17:07:41,M21,Bontang,65.5790095,102.484362,290,60,Linux,Web,Tarik Tunai,Success,1,2058753.97825213,62,0,0
TX004193,23074.38,2025-03-31 18:15:28,M127,Metro,78.3044135,-29.878623,146,18,Android,Web,Tarik Tunai,Success,1,7622229.133075063,75,0,0
TX009432,17884.83,2025-07-23 15:29:59,M40,Manado,-62.1303215,-124.510343,85,58,Linux,Web,Debit,Success,1,1427938.8196260484,61,0,0
TX008898,43743.37,2025-07-11 06:40:52,M20,Tarakan,39.0087935,-85.012086,298,67,Android,MobileApp,Transfer,Success,1,1184672.8635210018,79,0,0
TX000533,75691.82,2025-01-12 11:21:22,M113,Batu,-46.8472975,143.729242,87,27,Windows,MobileApp,QR Payment,Success,1,7400119.796790298,103,1,0
TX000132,37183.93,2025-01-03 23:01:20,M26,Purwokerto,75.3255295,88.716433,114,53,iOS,Web,Transfer,Success,1,6412861.610376388,27,0,0
TX007722,266597.94,2025-06-16 15:04:08,M55,Surakarta,-31.7128605,-136.191024,153,42,Windows,ATM,Transfer,Success,1,1542662.2965557808,77,0,0
TX008458,11066.1,2025-07-02 18:09:46,M152,Tangerang,6.6320185,-91.648882,261,18,Linux,Web,QR Payment,Success,1,5772891.25253129,85,0,0
TX000964,26451.57,2025-01-21 13:54:58,M122,Bandar Lampung,-15.733082,152.827622,350,45,Mac,MobileApp,Tarik Tunai,Failed,1,9306008.631982913,95,0,0
TX008719,106488.85,2025-07-07 06:12:23,M65,Samarinda,-33.751309,36.493839,10,19,Linux,MobileApp,Tarik Tunai,Success,1,2501848.8995986017,114,0,0
TX006412,13062.14,2025-05-19 23:42:49,M117,Surabaya,69.823560,-154.339467,50,69,Windows,Web,Tarik Tunai,Success,1,2133449.688603458,61,0,0
TX008285,13808.36,2025-06-28 10:26:00,M198,Tegal,11.874764,-83.116654,198,26,Windows,MobileApp,Tarik Tunai,Success,1,12645107.986549614,113,1,0
TX007853,22247.84,2025-06-18 12:30:48,M134,Banjar,-73.481414,125.002524,371,32,Android,Web,Tarik Tunai,Success,1,3333184.0485684862,29,0,0
TX001095,25824.59,2025-01-24 02:39:54,M197,Sungai Penuh,-65.484807,172.596044,414,33,Android,EDC,Tarik Tunai,Success,1,2440440.343054588,103,0,0
TX006929,89425.35,2025-05-30 17:28:41,M116,Kota Administrasi Jakarta Barat,47.298400,3.329294,382,28,Linux,ATM,QR Payment,Success,1,1528772.3779343017,18,0,0
TX009254,97547.46,2025-07-19 09:59:38,M79,Bukittinggi,-60.037034,-66.941332,49,32,Android,MobileApp,Tarik Tunai,Success,1,2487909.6141387536,69,1,0
TX001561,39906.76,2025-02-03 08:41:16,M161,Samarinda,20.0987835,-72.345096,195,57,Linux,Web,QR Payment,Success,1,5306413.984118018,114,0,0
TX001670,35474.68,2025-02-05 12:08:29,M163,Dumai,-75.003918,159.331888,375,19,Linux,MobileApp,Transfer,Success,1,810559.8049810602,93,0,0
TX006087,318003.36,2025-05-12 15:46:03,M89,Probolinggo,-11.180966,143.473268,239,30,Mac,MobileApp,Debit,Success,1,9696800.190486621,119,0,0
TX006669,25596.26,2025-05-24 21:57:37,M168,Palopo,-69.4813445,8.655747,44,28,Mac,MobileApp,Debit,Success,1,5436086.143600429,55,1,0
TX005933,37998.0,2025-05-08 09:45:36,M129,Parepare,-22.616081,52.446779,95,33,Linux,MobileApp,Tarik Tunai,Success,1,7659445.315944017,62,0,0
TX008829,95670.15,2025-07-10 16:55:32,M178,Bontang,65.5790095,102.484362,290,60,Linux,MobileApp,Transfer,Success,1,2062372.2840863974,20,0,0
TX007945,53865.21,2025-06-20 11:43:52,M158,Mataram,84.5859655,-38.715445,155,36,Mac,MobileApp,QR Payment,Success,1,9754800.922307765,13,0,0
TX003508,279407.07,2025-03-16 08:22:27,M176,Batam,-66.175470,-70.594585,54,31,Mac,ATM,Tarik Tunai,Success,1,2755083.398965135,45,1,0
TX002002,40197.1,2025-02-12 08:15:48,M25,Kendari,48.146089,168.740911,361,29,Android,Web,Tarik Tunai,Success,1,6833853.47438601,107,0,0
TX005866,60891.03,2025-05-07 14:18:02,M61,Bengkulu,77.2557765,41.502856,364,47,Windows,Web,Transfer,Success,1,1440188.775541436,118,0,0
TX000168,34541.11,2025-01-04 11:36:04,M33,Balikpapan,12.1101955,136.548065,421,29,Mac,MobileApp,Transfer,Success,1,4757225.657018706,67,1,0
TX002588,122129.39,2025-02-25 12:49:52,M129,Purwokerto,20.580771,-57.850258,247,40,Linux,Web,Kredit,Success,1,5481415.90675282,52,0,0
TX005905,10321.46,2025-05-08 09:29:41,M144,Mojokerto,49.019587,70.317716,131,44,Mac,ATM,Kredit,Success,1,1163308.8769757408,107,0,0
TX009529,74435.19,2025-07-25 12:55:42,M127,Ambon,-67.7565635,-126.340589,308,69,Linux,Web,QR Payment,Success,1,6680383.069853536,26,0,0
TX006384,127254.65,2025-05-18 08:28:32,M40,Kendari,-60.519738,-168.630426,486,55,Mac,MobileApp,Transfer,Success,1,1574849.9143333186,65,1,0
TX007824,170119.53,2025-06-18 15:40:05,M150,Tegal,-53.005675,-62.928365,369,65,Linux,MobileApp,Debit,Success,1,8844606.869655011,10,0,0
TX009779,123400.65,2025-07-30 14:45:19,M131,Tangerang,30.306097,-106.047814,210,67,iOS,MobileApp,Tarik Tunai,Success,1,18789235.61904746,16,0,0
TX004629,67356.95,2025-04-09 18:58:07,M62,Semarang,-83.915157,34.833589,215,25,Android,MobileApp,Debit,Success,1,358035.66101445624,120,0,0
TX008560,95622.12,2025-07-04 08:13:25,M100,Semarang,2.3744505,63.230346,422,31,Windows,MobileApp,Tarik Tunai,Pending,1,5253544.120769864,46,0,0
TX009291,26239.65,2025-07-20 06:59:52,M70,Bandar Lampung,72.8939845,125.754124,485,46,Windows,Web,Kredit,Success,1,1628159.3212164268,91,1,0
