amount,timestamp,merchant,location,user_id,is_true_anomaly
169689.67,2026-02-16 07:56:00,Kafe,Ternate,32,0
1796824.37,2026-02-17 11:04:32,Kafe,Metro,377,1
125995.73,2025-04-04 19:35:00,Supermarket,Banjar,289,0
418700.14,2025-09-28 08:38:00,Transportasi,Mojokerto,328,0
390818.89,2025-05-20 20:32:00,Restoran,Tebingtinggi,466,0
80219.71,2026-01-08 04:15:00,Restoran,Malang,410,0
325995.83,2025-11-21 07:21:00,Tagihan,Bekasi,173,0
186547.27,2025-06-02 13:45:00,Restoran,Serang,185,0
205658.35,2025-03-26 06:04:00,Supermarket,Pagaralam,221,0
389412.18,2026-01-24 10:15:00,Kafe,Prabumulih,4,0
287351.56,2025-02-11 05:28:00,Tagihan,Payakumbuh,469,0
565055.98,2025-02-21 07:45:00,Restoran,Mojokerto,238,0
228955.78,2025-01-13 12:07:00,Tagihan,Sukabumi,276,0
457036.68,2026-01-24 08:15:00,Tagihan,Cirebon,76,0
184351.07,2025-07-04 20:32:00,Tagihan,Jayapura,77,0
113794.54,2025-04-05 12:27:00,Transportasi,Sukabumi,14,0
409358.78,2025-12-15 06:15:00,Kafe,Jambi,376,0
351079.17,2026-02-01 11:06:00,Toko Online,Palangkaraya,212,0
199108.13,2025-02-10 03:47:00,Toko Online,Palangkaraya,314,0
218920.46,2025-12-14 14:26:00,Toko Online,Semarang,197,0
523550.93,2025-12-17 03:34:00,Supermarket,Samarinda,338,0
97521.25,2025-01-20 10:25:00,Toko Online,Tangerang,451,0
107472.93,2025-06-28 18:09:00,Restoran,Banjarbaru,140,0
260451.9,2025-12-17 07:58:00,Tagihan,Salatiga,360,0
276277.88,2025-03-03 11:31:00,Transportasi,Depok,64,0
115262.42,2025-07-02 02:58:00,Restoran,Lhokseumawe,241,0
283889.78,2025-03-16 09:21:00,Tagihan,Batam,309,0
272718.72,2025-03-23 21:58:00,Toko Online,Bau-Bau,383,0
77782.57,2025-04-22 09:54:00,Restoran,Bandar Lampung,372,0
259683.41,2025-08-22 09:19:00,Kafe,Blitar,395,0
14385.14,2025-08-16 23:37:00,Transportasi,Ambon,325,0
40358.93,2025-11-18 23:09:00,Supermarket,Solok,239,0
133846.87,2026-01-10 18:47:00,Tagihan,Prabumulih,354,0
62203.72,2025-10-15 04:19:00,Kafe,Probolinggo,55,0
246243.72,2025-03-16 20:36:00,Toko Online,Pekanbaru,254,0
247295.41,2025-05-30 01:39:00,Restoran,Ternate,185,0
674702.18,2025-05-22 15:07:00,Tagihan,Kotamobagu,115,0
281249.94,2025-12-08 16:00:00,Transportasi,Serang,221,0
404472.1,2025-04-06 21:27:00,Tagihan,Bengkulu,47,0
68250.26,2025-10-22 18:34:00,Restoran,Pariaman,457,0
611173.72,2025-07-28 03:52:00,Restoran,Padang,30,0
543546.07,2025-11-15 05:36:00,Restoran,Banjarbaru,335,0
172640.32,2025-07-20 12:05:00,Restoran,Samarinda,102,0
112580.27,2025-01-09 11:44:00,Restoran,Pasuruan,126,0
152819.59,2025-11-21 23:37:00,Supermarket,Prabumulih,148,0
144757.24,2025-09-06 01:09:00,Transportasi,Metro,101,0
293406.8,2025-08-22 13:15:00,Supermarket,Cirebon,297,0
616550.14,2025-09-29 04:29:00,Transportasi,Jambi,40,0
86998.74,2025-12-16 20:08:00,Supermarket,Payakumbuh,11,0
362493.32,2025-06-15 23:20:00,Restoran,Makassar,158,0
12979.35,2026-02-18 09:30:53,Toko Tidak Dikenal,Mojokerto,170,1
257885.4,2025-03-06 17:57:00,Toko Online,Medan,363,0
79353.59,2026-02-07 03:45:00,Supermarket,Metro,241,0
463467.32,2025-07-24 21:17:00,Toko Online,Palembang,197,0
225747.21,2026-01-10 19:30:00,Tagihan,Sungai Penuh,222,0
191561.28,2025-05-16 08:38:00,Restoran,Makassar,278,0
410185.02,2025-01-08 19:04:00,Supermarket,Kediri,411,0
413627.85,2025-01-18 17:38:00,Restoran,Kota Administrasi Jakarta Utara,452,0
588380.14,2025-03-28 22:14:00,Transportasi,Kota Administrasi Jakarta Utara,262,0
298550.41,2025-12-13 05:10:00,Supermarket,Lhokseumawe,439,0
179618.19,2025-04-24 03:23:00,Kafe,Pasuruan,118,0
34906.7,2026-02-20 10:38:26,Toko Tidak Dikenal,Mojokerto,396,1
91770.15,2025-05-15 11:24:00,Tagihan,Cirebon,369,0
467092.74,2025-01-11 08:31:00,Tagihan,Denpasar,175,0
382191.59,2025-02-13 17:30:00,Toko Online,Tual,498,0
274274.58,2025-09-18 20:49:00,Kafe,Bau-Bau,229,0
324211.72,2025-08-07 20:28:00,Restoran,Tual,159,0
458193.71,2025-10-13 07:17:00,Transportasi,Yogyakarta,455,0
361752.27,2025-09-30 23:58:00,Tagihan,Bau-Bau,229,0
79427.78,2025-02-21 14:08:00,Toko Online,Probolinggo,305,0
131906.63,2025-02-11 03:09:00,Restoran,Kota Administrasi Jakarta Utara,157,0
415362.83,2025-08-01 08:21:00,Transportasi,Probolinggo,262,0
92697.11,2025-07-12 07:47:00,Kafe,Denpasar,371,0
373892.87,2025-12-23 11:55:00,Toko Online,Metro,281,0
326264.61,2025-02-01 05:20:00,Restoran,Sabang,455,0
114986.93,2025-09-12 20:58:00,Supermarket,Bekasi,478,0
118884.88,2025-11-23 05:02:00,Kafe,Kota Administrasi Jakarta Selatan,372,0
140269.97,2025-10-23 09:53:00,Transportasi,Sabang,270,0
96550.8,2025-05-26 19:19:00,Restoran,Kediri,445,0
516152.91,2025-01-15 09:16:00,Kafe,Kotamobagu,180,0
98468.4,2025-04-19 03:53:00,Tagihan,Cirebon,371,0
333710.68,2025-09-13 15:07:00,Kafe,Banjarbaru,137,0
412633.71,2025-01-11 14:18:00,Restoran,Batam,423,0
259441.53,2025-01-13 00:47:00,Transportasi,Padang Sidempuan,435,0
160977.63,2025-07-21 05:12:00,Restoran,Palangkaraya,270,0
297187.15,2025-09-23 01:23:00,Kafe,Tasikmalaya,154,0
574572.02,2025-01-22 01:38:00,Kafe,Padang,202,0
385806.62,2025-04-02 02:41:00,Restoran,Cimahi,215,0
514974.98,2025-03-12 05:48:00,Tagihan,Parepare,247,0
414895.42,2025-03-07 02:30:00,Restoran,Kota Administrasi Jakarta Utara,379,0
37890.84,2025-08-27 00:58:00,Toko Online,Tanjungbalai,370,0
293681.33,2025-12-28 02:05:00,Transportasi,Tarakan,271,0
226115.89,2025-06-14 06:23:00,Toko Online,Bengkulu,34,0
35742.76,2025-11-23 06:16:00,Tagihan,Padangpanjang,205,0
362711.81,2025-12-27 20:13:00,Toko Online,Parepare,153,0
237692.96,2025-05-13 15:22:00,Restoran,Surakarta,415,0
398894.26,2025-11-04 01:39:00,Supermarket,Kupang,7,0
408359.83,2025-07-17 20:53:00,Tagihan,Yogyakarta,40,0
515698.56,2026-01-24 20:16:00,Restoran,Bandung,432,0
139234.02,2025-08-24 07:13:00,Toko Online,Singkawang,429,0
371923.9,2025-08-20 18:29:00,Restoran,Sorong,5,0
316406.17,2025-12-27 14:21:00,Toko Online,Pariaman,467,0
266682.01,2026-01-18 16:03:00,Tagihan,Pasuruan,433,0
148438.08,2025-04-17 11:00:00,Kafe,Prabumulih,27,0
252156.04,2025-08-06 05:55:00,Tagihan,Tangerang,213,0
189465.33,2025-05-26 20:01:00,Restoran,Semarang,399,0
459616.27,2026-02-05 06:27:00,Transportasi,Salatiga,143,0
371978.82,2025-09-30 07:59:00,Toko Online,Pematangsiantar,262,0
555775.26,2025-08-17 22:05:00,Kafe,Cimahi,18,0
262536.4,2025-10-02 03:24:00,Toko Online,Binjai,267,0
133176.96,2026-01-03 20:26:00,Kafe,Kota Administrasi Jakarta Pusat,178,0
170372.58,2025-03-08 10:58:00,Supermarket,Medan,307,0
362631.36,2025-11-25 19:46:00,Kafe,Palopo,379,0
282889.84,2025-03-23 19:38:00,Tagihan,Batu,423,0
241630.78,2025-08-29 18:19:00,Tagihan,Bogor,389,0
257657.56,2026-02-11 19:02:00,Kafe,Parepare,322,0
440812.21,2025-10-21 22:55:00,Toko Online,Parepare,72,0
147723.31,2025-07-19 21:34:00,Restoran,Jayapura,138,0
67371.09,2026-01-14 21:49:00,Supermarket,Tanjungbalai,385,0
113033.61,2025-03-02 10:34:00,Kafe,Palembang,211,0
54948.23,2025-01-07 08:53:00,Supermarket,Bau-Bau,81,0
184758.29,2025-11-25 16:52:00,Restoran,Purwokerto,222,0
332429.36,2025-10-25 17:08:00,Kafe,Palembang,64,0
495253.51,2025-05-05 12:51:00,Transportasi,Malang,419,0
176425.8,2025-06-10 06:15:00,Restoran,Solok,63,0
5637212.55,2026-02-19 02:54:18,Tagihan,Bau-Bau,449,1
106800.19,2025-03-12 04:29:00,Transportasi,Cilegon,283,0
355595.86,2025-10-19 11:28:00,Restoran,Semarang,159,0
173353.35,2025-04-04 23:58:00,Toko Online,Tarakan,153,0
355220.53,2025-03-26 03:16:00,Toko Online,Bandar Lampung,378,0
315140.68,2026-02-13 09:05:00,Tagihan,Tegal,155,0
587544.93,2025-11-23 21:06:00,Restoran,Bogor,96,0
307502.08,2025-10-29 15:05:00,Kafe,Pontianak,308,0
174638.85,2025-05-05 09:33:00,Supermarket,Bandar Lampung,61,0
623715.51,2026-01-05 01:13:00,Supermarket,Kotamobagu,468,0
374116.11,2025-09-03 23:26:00,Tagihan,Bima,438,0
460680.49,2025-04-16 23:00:00,Kafe,Tanjungpinang,300,0
49496.22,2026-01-08 06:05:00,Restoran,Tanjungbalai,248,0
535099.52,2026-01-13 21:07:00,Supermarket,Pariaman,488,0
73573.13,2025-01-22 13:36:00,Kafe,Dumai,230,0
502102.26,2025-09-17 08:59:00,Supermarket,Prabumulih,9,0
533028.56,2025-09-14 07:45:00,Toko Online,Surabaya,459,0
484161.9,2025-04-25 19:11:00,Tagihan,Tasikmalaya,40,0
196693.16,2025-12-25 12:27:00,Supermarket,Denpasar,427,0
255446.87,2025-10-09 03:24:00,Supermarket,Madiun,461,0
148483.72,2025-10-16 14:48:00,Tagihan,Kotamobagu,429,0
118026.44,2025-12-06 04:28:00,Tagihan,Lubuklinggau,225,0
434312.0,2025-12-28 04:59:00,Kafe,Tangerang,32,0
260358.1,2025-11-18 13:45:00,Kafe,Manado,61,0
200210.37,2025-04-11 21:22:00,Kafe,Banjarmasin,479,0
246538.89,2025-01-10 16:16:00,Restoran,Mataram,452,0
180615.77,2025-04-05 20:16:00,Restoran,Balikpapan,185,0
108249.16,2025-08-07 14:26:00,Toko Online,Bandung,183,0
144354.04,2025-02-28 14:22:00,Kafe,Depok,203,0
85426.18,2025-12-25 13:10:00,Transportasi,Tegal,52,0
302638.27,2025-08-21 05:06:00,Supermarket,Langsa,281,0
178331.9,2026-01-27 19:02:00,Restoran,Sungai Penuh,437,0
272571.59,2025-01-21 10:53:00,Restoran,Kediri,415,0
413994.49,2025-01-29 16:55:00,Toko Online,Sukabumi,273,0
445830.1,2025-10-02 18:37:00,Tagihan,Kota Administrasi Jakarta Pusat,409,0
273555.78,2025-09-22 20:15:00,Kafe,Tomohon,223,0
59366.96,2025-01-30 12:56:00,Tagihan,Bontang,272,0
114971.72,2025-08-26 15:02:00,Toko Online,Tanjungbalai,401,0
407791.64,2025-12-22 07:50:00,Tagihan,Tarakan,114,0
379497.01,2025-02-24 05:54:00,Transportasi,Madiun,90,0
312390.4,2025-01-07 16:01:00,Kafe,Pangkalpinang,69,0
432434.29,2025-12-09 21:53:00,Tagihan,Prabumulih,47,0
321717.27,2026-02-15 08:00:00,Restoran,Cirebon,394,0
349910.89,2025-08-22 14:40:00,Toko Online,Medan,125,0
405419.92,2025-10-24 09:11:00,Transportasi,Batu,328,0
126952.52,2025-04-09 00:10:00,Supermarket,Padangpanjang,224,0
436239.39,2025-08-08 23:35:00,Tagihan,Kupang,269,0
39045.49,2025-10-08 02:13:00,Supermarket,Bengkulu,385,0
324336.46,2025-12-31 06:25:00,Restoran,Purwokerto,405,0
354219.01,2025-07-14 06:34:00,Toko Online,Sabang,125,0
223330.24,2026-01-05 02:41:00,Tagihan,Tangerang Selatan,77,0
187933.15,2026-01-14 23:40:00,Tagihan,Probolinggo,77,0
368992.37,2025-02-16 14:29:00,Transportasi,Balikpapan,258,0
221844.31,2025-08-21 10:17:00,Kafe,Tangerang Selatan,260,0
152365.4,2026-01-06 21:56:00,Toko Online,Salatiga,330,0
275342.09,2025-02-23 16:40:00,Kafe,Jayapura,471,0
108737.75,2025-02-05 20:04:00,Tagihan,Bitung,306,0
105241.86,2025-03-28 22:11:00,Tagihan,Pariaman,31,0
203413.37,2025-10-02 20:10:00,Restoran,Probolinggo,89,0
55159.23,2025-02-23 20:56:00,Supermarket,Palembang,26,0
142848.63,2025-05-31 07:57:00,Restoran,Kota Administrasi Jakarta Pusat,329,0
103373.66,2026-02-05 07:35:00,Restoran,Kota Administrasi Jakarta Barat,268,0
177630.21,2025-08-29 17:19:00,Tagihan,Ternate,63,0
252365.7,2026-01-24 16:31:00,Tagihan,Bogor,459,0
543937.13,2025-04-07 22:28:00,Tagihan,Palembang,412,0
219569.53,2026-01-15 18:52:00,Restoran,Depok,422,0
314695.34,2025-03-11 22:51:00,Supermarket,Sukabumi,345,0
349238.2,2025-03-07 03:54:00,Transportasi,Kota Administrasi Jakarta Timur,322,0
460326.97,2025-08-05 01:17:00,Toko Online,Kota Administrasi Jakarta Pusat,352,0
275748.61,2025-01-22 10:25:00,Toko Online,Cimahi,197,0
266821.33,2025-05-29 18:47:00,Restoran,Palopo,381,0
82471.39,2025-11-02 12:33:00,Supermarket,Padang,239,0
148423.2,2026-02-17 03:21:00,Tagihan,Pekalongan,172,0
625611.09,2025-04-17 08:46:00,Transportasi,Tangerang,460,0
219878.1,2025-10-13 07:59:00,Transportasi,Tanjungpinang,466,0
57595.38,2025-05-10 19:03:00,Tagihan,Prabumulih,475,0
237737.78,2025-01-06 09:55:00,Toko Online,Meulaboh,383,0
48885.63,2025-05-13 08:06:00,Transportasi,Kota Administrasi Jakarta Selatan,347,0
313989.06,2025-06-14 00:35:00,Kafe,Jambi,352,0
50145.6,2025-03-13 04:17:00,Toko Online,Payakumbuh,312,0
168867.61,2025-11-18 09:01:00,Kafe,Bengkulu,352,0
364957.89,2025-11-15 06:20:00,Toko Online,Makassar,2,0
297612.89,2025-03-09 03:35:00,Restoran,Tanjungpinang,23,0
64721.34,2025-10-23 17:30:00,Transportasi,Bengkulu,200,0
68586.9,2026-01-04 00:27:00,Kafe,Bau-Bau,277,0
147884.67,2025-09-02 08:55:00,Transportasi,Depok,66,0
170390.43,2025-06-14 05:09:00,Kafe,Pekanbaru,144,0
511315.15,2026-02-17 18:35:14,Restoran,Bengkulu,297,1
217217.48,2025-12-01 08:52:00,Kafe,Bengkulu,364,0
123931.61,2025-07-14 12:51:00,Kafe,Salatiga,223,0
44228.74,2025-10-14 09:58:00,Kafe,Prabumulih,428,0
581887.39,2025-02-07 00:37:00,Restoran,Padang Sidempuan,402,0
142698.29,2025-01-01 03:35:00,Toko Online,Tual,286,0
135690.84,2026-01-20 15:44:00,Kafe,Kotamobagu,445,0
128149.25,2025-05-03 03:25:00,Kafe,Tomohon,477,0
152687.35,2025-04-17 00:35:00,Tagihan,Sungai Penuh,45,0
248314.72,2025-06-16 10:30:00,Kafe,Kota Administrasi Jakarta Barat,75,0
416481.18,2025-05-04 11:27:00,Kafe,Kediri,30,0
122037.76,2025-11-15 12:30:00,Transportasi,Kota Administrasi Jakarta Pusat,391,0
84423.55,2025-02-03 05:43:00,Kafe,Banjarmasin,497,0
357976.05,2025-03-16 20:45:00,Tagihan,Madiun,357,0
483968.04,2025-08-28 05:20:00,Supermarket,Bandung,261,0
91929.67,2025-05-19 10:50:00,Kafe,Kota Administrasi Jakarta Utara,457,0
175424.84,2025-10-25 01:58:00,Tagihan,Makassar,315,0
210579.18,2025-12-24 02:32:00,Supermarket,Banjarmasin,437,0
270020.28,2025-02-13 22:11:00,Toko Online,Metro,334,0
229279.08,2025-08-29 08:17:00,Toko Online,Pontianak,361,0
213777.77,2025-10-26 01:04:00,Tagihan,Prabumulih,453,0
386904.02,2025-02-10 13:19:00,Supermarket,Kota Administrasi Jakarta Timur,311,0
412232.36,2025-04-20 03:07:00,Transportasi,Surakarta,238,0
475465.95,2025-01-02 15:45:00,Supermarket,Kota Administrasi Jakarta Barat,168,0
212705.49,2025-01-12 23:38:00,Kafe,Pangkalpinang,117,0
240516.52,2025-03-11 06:23:00,Tagihan,Tasikmalaya,474,0
347513.8,2025-10-26 18:07:00,Transportasi,Makassar,210,0
330278.46,2025-05-18 19:24:00,Transportasi,Purwokerto,92,0
618470.81,2025-01-10 10:02:00,Kafe,Salatiga,100,0
411694.42,2026-01-17 16:30:00,Restoran,Kota Administrasi Jakarta Timur,275,0
473554.66,2025-12-27 22:18:00,Kafe,Bontang,118,0
358824.15,2025-12-16 18:13:00,Supermarket,Metro,100,0
168574.04,2025-08-11 04:02:00,Tagihan,Binjai,237,0
201949.49,2025-07-31 05:49:00,Kafe,Batu,386,0
93174.61,2025-11-05 15:53:00,Tagihan,Sorong,383,0
293314.42,2025-03-12 02:32:00,Kafe,Palopo,155,0
108248.54,2026-02-03 09:45:00,Tagihan,Batam,369,0
499748.62,2025-10-12 13:21:00,Kafe,Banjar,253,0
32807.59,2026-02-18 19:20:40,Toko Tidak Dikenal,Pontianak,277,1
248567.73,2025-05-16 11:48:00,Transportasi,Serang,264,0
240064.93,2026-01-22 07:12:00,Supermarket,Ambon,374,0
104608.22,2025-06-17 11:10:00,Supermarket,Payakumbuh,17,0
76663.23,2025-03-30 12:48:00,Toko Online,Solok,193,0
229739.71,2025-09-17 12:30:00,Tagihan,Batam,197,0
88321.26,2025-02-06 04:17:00,Tagihan,Salatiga,94,0
179667.85,2025-06-17 20:06:00,Toko Online,Jayapura,399,0
608466.16,2025-06-17 04:26:00,Kafe,Pariaman,92,0
69808.15,2026-01-27 19:37:00,Toko Online,Bukittinggi,52,0
376986.46,2025-05-04 19:00:00,Supermarket,Balikpapan,439,0
451776.54,2025-06-02 12:02:00,Transportasi,Samarinda,256,0
558389.53,2025-06-11 01:11:00,Tagihan,Semarang,332,0
185718.45,2025-12-31 00:52:00,Supermarket,Tanjungpinang,97,0
327829.08,2025-01-03 01:58:00,Tagihan,Banjarbaru,339,0
108611.8,2026-01-31 04:13:00,Restoran,Bukittinggi,272,0
334990.47,2026-01-25 06:06:00,Toko Online,Kota Administrasi Jakarta Utara,349,0
51020.59,2025-07-27 03:29:00,Restoran,Bontang,356,0
597086.38,2025-03-31 21:24:00,Transportasi,Ambon,92,0
194069.28,2026-01-11 20:22:00,Kafe,Bontang,275,0
249781.09,2025-08-19 08:34:00,Toko Online,Subulussalam,453,0
161522.36,2025-11-21 21:00:00,Toko Online,Banda Aceh,473,0
183654.84,2025-03-12 22:56:00,Restoran,Ambon,163,0
78232.37,2025-02-13 20:20:00,Toko Online,Bukittinggi,397,0
45275.44,2026-02-20 05:21:15,Toko Tidak Dikenal,Ambon,385,1
317837.83,2025-04-12 17:54:00,Kafe,Sungai Penuh,452,0
162824.41,2025-03-11 09:58:00,Restoran,Serang,136,0
319902.04,2026-01-08 03:31:00,Tagihan,Palangkaraya,198,0
317743.07,2025-05-06 00:14:00,Supermarket,Sabang,398,0
84664.62,2025-08-12 18:26:00,Transportasi,Kota Administrasi Jakarta Pusat,264,0
314986.22,2025-02-02 21:29:00,Tagihan,Bima,406,0
175506.73,2025-03-12 01:53:00,Transportasi,Padang,134,0
123873.24,2025-03-31 05:12:00,Kafe,Tomohon,277,0
399017.27,2025-11-02 07:36:00,Toko Online,Sawahlunto,281,0
617928.56,2025-04-27 22:16:00,Kafe,Tanjungpinang,165,0
348682.66,2025-11-17 17:31:00,Restoran,Pontianak,307,0
476873.85,2025-09-13 20:16:00,Restoran,Bandar Lampung,259,0
289973.08,2025-06-03 00:52:00,Transportasi,Kota Administrasi Jakarta Barat,316,0
159640.27,2025-03-16 10:52:00,Supermarket,Bogor,50,0
218402.94,2025-10-29 03:29:00,Transportasi,Makassar,267,0
381903.09,2025-01-07 05:12:00,Supermarket,Medan,214,0
172110.25,2025-09-14 22:00:00,Transportasi,Kota Administrasi Jakarta Barat,368,0
449994.59,2025-01-28 08:35:00,Toko Online,Bima,121,0
444197.14,2025-05-31 08:51:00,Toko Online,Yogyakarta,495,0
390946.93,2026-02-06 16:32:00,Kafe,Bima,488,0
303177.86,2025-11-07 13:19:00,Toko Online,Kota Administrasi Jakarta Barat,32,0
266228.15,2025-08-18 09:01:00,Tagihan,Sungai Penuh,207,0
413170.27,2025-09-15 10:40:00,Restoran,Bogor,396,0
110462.35,2025-06-09 20:53:00,Toko Online,Balikpapan,12,0
130522.6,2025-08-28 13:14:00,Supermarket,Kediri,315,0
324104.57,2025-08-27 02:21:00,Supermarket,Tegal,69,0
245721.24,2026-02-16 02:43:00,Kafe,Purwokerto,364,0
174973.06,2025-09-09 16:07:00,Kafe,Mojokerto,437,0
276140.18,2025-03-01 10:05:00,Kafe,Sibolga,303,0
434317.41,2026-02-18 01:52:14,Barang Mewah,Bau-Bau,228,1
125099.61,2025-09-28 22:00:00,Tagihan,Depok,157,0
533471.82,2025-03-29 21:10:00,Transportasi,Kota Administrasi Jakarta Utara,334,0
394013.47,2025-11-04 00:39:00,Transportasi,Gorontalo,276,0
104267.54,2025-12-15 05:14:00,Transportasi,Blitar,218,0
344838.99,2025-04-22 11:04:00,Restoran,Tual,190,0
42345.21,2025-08-01 01:25:00,Restoran,Meulaboh,3,0
529316.41,2025-06-27 10:29:00,Restoran,Jayapura,170,0
87131.57,2025-09-01 01:29:00,Transportasi,Binjai,346,0
78755.41,2025-08-06 14:58:00,Supermarket,Sungai Penuh,24,0
315032.73,2025-08-14 05:31:00,Tagihan,Pangkalpinang,226,0
525134.91,2026-01-26 15:05:00,Supermarket,Cilegon,416,0
294062.96,2025-08-31 09:25:00,Supermarket,Tangerang,343,0
128820.49,2026-01-23 06:20:00,Tagihan,Medan,480,0
328192.68,2025-10-18 07:33:00,Toko Online,Cirebon,332,0
330409.96,2025-01-16 03:31:00,Kafe,Makassar,127,0
155017.07,2026-01-10 08:47:00,Toko Online,Purwokerto,458,0
584266.99,2025-03-20 11:18:00,Kafe,Kendari,57,0
444809.53,2025-05-07 15:13:00,Restoran,Tangerang Selatan,28,0
126123.54,2025-03-26 19:07:00,Restoran,Kota Administrasi Jakarta Timur,291,0
741109.32,2025-01-13 07:53:00,Tagihan,Gorontalo,41,0
315568.01,2025-09-11 15:09:00,Kafe,Bontang,242,0
426001.7,2025-06-30 19:41:00,Transportasi,Tidore Kepulauan,320,0
122060.44,2025-11-01 14:21:00,Toko Online,Sukabumi,203,0
256190.5,2026-01-23 16:34:00,Kafe,Tidore Kepulauan,100,0
237916.49,2025-09-04 15:59:00,Tagihan,Pekalongan,23,0
471206.42,2025-06-16 13:23:00,Toko Online,Bekasi,141,0
277547.12,2025-07-20 23:20:00,Restoran,Pontianak,409,0
174231.74,2025-02-21 06:09:00,Kafe,Denpasar,223,0
435679.17,2025-04-15 07:19:00,Kafe,Singkawang,18,0
270450.76,2025-11-20 03:08:00,Tagihan,Padangpanjang,446,0
207765.41,2025-04-19 17:52:00,Kafe,Tanjungpinang,117,0
537632.43,2025-11-21 08:10:00,Restoran,Kendari,30,0
419157.8,2025-02-06 04:06:00,Supermarket,Tarakan,226,0
203789.25,2025-08-29 04:03:00,Supermarket,Kediri,386,0
67353.77,2025-07-02 16:15:00,Transportasi,Banda Aceh,185,0
123496.64,2025-11-17 09:06:00,Tagihan,Mojokerto,20,0
362643.0,2025-02-26 18:10:00,Kafe,Prabumulih,74,0
312628.04,2025-01-14 11:10:00,Transportasi,Subulussalam,30,0
147501.23,2025-04-01 22:26:00,Toko Online,Bitung,228,0
475867.04,2025-10-03 02:39:00,Restoran,Depok,112,0
552442.33,2025-09-05 07:03:00,Kafe,Prabumulih,263,0
446550.17,2025-04-17 04:39:00,Restoran,Padangpanjang,233,0
118670.13,2025-01-05 19:30:00,Supermarket,Sungai Penuh,268,0
152837.29,2025-08-09 12:31:00,Toko Online,Sabang,328,0
85784.39,2025-06-15 00:45:00,Kafe,Pariaman,206,0
256767.02,2025-02-12 01:14:00,Tagihan,Padang,294,0
134983.06,2025-02-23 13:43:00,Supermarket,Samarinda,284,0
203017.24,2025-07-05 06:16:00,Kafe,Surabaya,313,0
233101.17,2025-08-13 15:17:00,Restoran,Pagaralam,491,0
138969.76,2025-07-07 19:55:00,Restoran,Blitar,205,0
467918.97,2025-11-13 17:59:00,Restoran,Kendari,25,0
313029.74,2025-05-04 03:15:00,Restoran,Tomohon,472,0
402837.87,2026-02-09 20:08:00,Supermarket,Tasikmalaya,439,0
44667.41,2025-06-10 03:25:00,Supermarket,Bima,239,0
61842.58,2025-02-03 08:02:00,Toko Online,Bandar Lampung,295,0
137546.65,2025-09-30 05:03:00,Transportasi,Medan,354,0
313234.5,2025-01-18 18:45:00,Toko Online,Medan,90,0
105484.88,2025-06-09 04:14:00,Restoran,Yogyakarta,440,0
46949.49,2025-04-10 00:20:00,Tagihan,Surabaya,239,0
91061.15,2025-12-24 03:46:00,Supermarket,Pangkalpinang,268,0
296076.93,2025-03-31 06:28:00,Kafe,Kupang,176,0
649794.85,2025-10-31 12:14:00,Supermarket,Tegal,262,0
240301.25,2025-07-18 00:23:00,Restoran,Tanjungbalai,113,0
61139.49,2025-10-03 17:10:00,Restoran,Mojokerto,440,0
128167.33,2025-06-06 04:35:00,Kafe,Pematangsiantar,397,0
115352.15,2025-12-31 13:35:00,Toko Online,Madiun,289,0
573098.24,2025-07-06 21:58:00,Tagihan,Ternate,263,0
124652.14,2025-09-20 14:24:00,Tagihan,Palopo,453,0
147384.15,2026-02-12 17:55:00,Transportasi,Prabumulih,300,0
489851.28,2025-05-30 15:42:00,Tagihan,Tangerang Selatan,175,0
89660.56,2025-04-27 12:56:00,Transportasi,Metro,204,0
277970.82,2025-08-11 19:25:00,Supermarket,Tasikmalaya,335,0
186241.2,2025-09-09 14:46:00,Kafe,Pekanbaru,79,0
419950.52,2025-04-15 03:52:00,Toko Online,Bogor,92,0
335690.02,2025-02-17 10:44:00,Transportasi,Purwokerto,49,0
680204.65,2025-02-04 23:52:00,Tagihan,Kota Administrasi Jakarta Barat,261,0
421114.73,2025-06-14 12:16:00,Supermarket,Pangkalpinang,167,0
574839.72,2025-06-01 19:23:00,Tagihan,Sibolga,170,0
238441.31,2025-05-22 16:12:00,Supermarket,Cilegon,222,0
245714.07,2026-02-01 19:29:00,Supermarket,Kendari,119,0
493402.21,2025-12-05 15:49:00,Supermarket,Padangpanjang,395,0
98356.68,2026-02-05 18:43:00,Supermarket,Purwokerto,315,0
573509.52,2025-03-07 13:06:00,Toko Online,Kupang,118,0
339269.09,2025-10-15 22:05:00,Transportasi,Bau-Bau,146,0
328624.95,2026-02-04 20:54:00,Toko Online,Payakumbuh,76,0
453147.64,2026-01-23 21:33:00,Toko Online,Pematangsiantar,209,0
3831760.79,2026-02-19 09:18:58,Toko Online,Palangkaraya,193,1
122513.5,2025-10-24 20:10:00,Supermarket,Padang,480,0
565619.33,2025-04-17 23:29:00,Transportasi,Payakumbuh,301,0
158015.01,2025-10-28 08:36:00,Restoran,Ambon,63,0
507466.0,2026-02-05 22:05:00,Restoran,Samarinda,208,0
672663.54,2025-01-28 03:00:00,Restoran,Padang Sidempuan,378,0
542470.62,2025-11-28 13:20:00,Tagihan,Lubuklinggau,195,0
319191.72,2025-03-29 08:08:00,Transportasi,Pekalongan,184,0
82812.49,2025-08-30 08:37:00,Supermarket,Pariaman,151,0
295079.74,2025-09-25 15:52:00,Toko Online,Meulaboh,115,0
187912.96,2025-03-10 22:05:00,Toko Online,Padang,55,0
